,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,possibly_sensitive,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
64,Thu Jan 23 11:21:40 +0000 2020,1220305595393347584,1220305595393347584,"@Samsalek1 @drstewartkirton @UniofHerts Hello Sam, this is for the graduating class of 2020 so no MRegSci students just yet, but am sure they’ll be involved in a few years when it’s time for them to graduate 🎓😁",False,"[40, 210]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2202679587122708e+18,1220267958712270848,4726317328.0,4726317328,Samsalek1,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Samsalek1', 'name': 'Sam salek', 'id': 4726317328, 'id_str': '4726317328', 'indices': [0, 10]}, {'screen_name': 'drstewartkirton', 'name': 'Stewart Kirton', 'id': 865659069352124416, 'id_str': '865659069352124416', 'indices': [11, 27]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [28, 39]}]",[],en,recent,1004468616216104963,1004468616216104963,Kelly Lefteri UH,KellyLefteri,"England, United Kingdom","Head of Pharmacy @uniofherts , Pharmacist",,[],False,244,313,0,Wed Jun 06 21:02:35 +0000 2018,190,,,False,False,80,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1004469394397913089/5YtGhx9D_normal.jpg,https://pbs.twimg.com/profile_images/1004469394397913089/5YtGhx9D_normal.jpg,https://pbs.twimg.com/profile_banners/1004468616216104963/1567189257,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Thu Jan 23 08:30:00 +0000 2020,1220262392543629312,1220262392543629312,"🎲 REFRESHERS' 🎲

We and the Office of the Dean of Students are partnering up for a huge Quiz &amp; Games Night, featuring a variety of activities for you to get 'on board' with

We'll be at the Refectory, De Havilland from 7 - 11 pm. Drop in when you can!

@UniofHerts",False,"[0, 268]","<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [257, 268]}]",[],en,recent,47328760,47328760,Hertfordshire SU,hertssu,University of Hertfordshire,We enhance the student experience at UH with Advice & Support • Events • The Forum • Fundraising • Representation • Societies • Volunteering 🖤🎓 #yourhertbeat,https://t.co/Fiq4wyzbro,[],False,7675,974,83,Mon Jun 15 13:04:06 +0000 2009,2220,,,True,False,9187,,False,False,False,89C9FA,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1213031272592936961/ZVYsBGFn_normal.jpg,https://pbs.twimg.com/profile_images/1213031272592936961/ZVYsBGFn_normal.jpg,https://pbs.twimg.com/profile_banners/47328760/1579170382,20B9E7,FFFFFF,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/Fiq4wyzbro', 'expanded_url': 'http://hertfordshire.su/', 'display_url': 'hertfordshire.su', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Thu Jan 23 07:38:26 +0000 2020,1220249415811837954,1220249415811837954,I’d like to extend a warm welcome to all our new students joining the University of Hertfordshire and in particular to those joining me and my colleagues in the School of Engineering &amp; Computer Science @UniofHerts,False,"[0, 217]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [206, 217]}]",[],en,recent,879641443375165440,879641443375165440,Daniel McCluskey,DrDanMcCluskey,Hatfield,Dad. Engineer. Head of Engineering @ University of Hertfordshire. Working on biodetection technology research. All views are my own.,,[],False,87,83,1,Tue Jun 27 10:03:57 +0000 2017,126,,,False,False,142,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/879702257738145793/sH3xK9OH_normal.jpg,https://pbs.twimg.com/profile_images/879702257738145793/sH3xK9OH_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Wed Jan 22 21:51:26 +0000 2020,1220101693163167744,1220101693163167744,"Congratulations to @MarcusMxCog for defending his Master thesis on ""Empowerment and Relevant Goal Information as alternatives to graph-theoretic centrality for analysing street network graphs when considering human navigational decisions"" at @UniofHerts and @HertfordshireCS",False,"[0, 274]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,1,5,False,False,en,[],[],"[{'screen_name': 'MarcusMxCog', 'name': 'Marcus Clements', 'id': 1140311462939889665, 'id_str': '1140311462939889665', 'indices': [19, 31]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [242, 253]}, {'screen_name': 'HertfordshireCS', 'name': 'HertfordshireCS', 'id': 857157858412113920, 'id_str': '857157858412113920', 'indices': [258, 274]}]",[],en,recent,890132360397803520,890132360397803520,Christoph Salge,ChristophSalge,"Hatfield, England","Maker of Artificial Intelligence, Player of Games, Citizen of the World, Student of Philosophy, Writer of Pretentious Lists.",https://t.co/xmEyTl23YM,[],False,721,583,22,Wed Jul 26 08:51:07 +0000 2017,1369,,,True,False,1341,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/978384510629883904/ANxeX7fL_normal.jpg,https://pbs.twimg.com/profile_images/978384510629883904/ANxeX7fL_normal.jpg,https://pbs.twimg.com/profile_banners/890132360397803520/1522100154,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/xmEyTl23YM', 'expanded_url': 'http://homepages.herts.ac.uk/~cs08abi/', 'display_url': 'homepages.herts.ac.uk/~cs08abi/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Wed Jan 22 21:49:44 +0000 2020,1220101265419636741,1220101265419636741,RT @amavrodaris: Thank you @Wendy_J_Wills @ChazSimpsonchaz @CRIPACC1 @uniofhertslms @UniofHerts @UHertsResearch for inviting me to join you…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'amavrodaris', 'name': 'Angelique Mavrodaris', 'id': 361137846, 'id_str': '361137846', 'indices': [3, 15]}, {'screen_name': 'Wendy_J_Wills', 'name': 'Wendy Wills', 'id': 2227412283, 'id_str': '2227412283', 'indices': [27, 41]}, {'screen_name': 'ChazSimpsonchaz', 'name': 'Chaz Simpson', 'id': 2221317214, 'id_str': '2221317214', 'indices': [42, 58]}, {'screen_name': 'CRIPACC1', 'name': 'CRIPACC UH', 'id': 1560037494, 'id_str': '1560037494', 'indices': [59, 68]}, {'screen_name': 'uniofhertslms', 'name': 'Uni of Herts LMS', 'id': 905819103595823105, 'id_str': '905819103595823105', 'indices': [69, 83]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [84, 95]}, {'screen_name': 'UHertsResearch', 'name': 'UH Research Office', 'id': 834405799598366721, 'id_str': '834405799598366721', 'indices': [96, 111]}]",[],en,recent,2227412283,2227412283,Wendy Wills,Wendy_J_Wills,,"Prof #Food & #Publichealth, RNutr (pub health), Director @CRIPACC1, Ass Dean Res @uh_hsk @UniofHerts. @ARC_EoE, #sociology, #academiclife",,[],False,1938,1519,32,Sun Dec 15 18:04:24 +0000 2013,14455,,,True,False,9727,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1213787499342049281/TRcybDxZ_normal.jpg,https://pbs.twimg.com/profile_images/1213787499342049281/TRcybDxZ_normal.jpg,https://pbs.twimg.com/profile_banners/2227412283/1578072639,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,Tue Jan 21 17:24:40 +0000 2020,1.2196721697367368e+18,1219672169736736769,Thank you @Wendy_J_Wills @ChazSimpsonchaz @CRIPACC1 @uniofhertslms @UniofHerts @UHertsResearch for inviting me to join you for the start of your phenomenal Professional Doctorate in Public Health program. Best of luck to all!,False,"[0, 225]",[],[],"[{'screen_name': 'Wendy_J_Wills', 'name': 'Wendy Wills', 'id': 2227412283, 'id_str': '2227412283', 'indices': [10, 24]}, {'screen_name': 'ChazSimpsonchaz', 'name': 'Chaz Simpson', 'id': 2221317214, 'id_str': '2221317214', 'indices': [25, 41]}, {'screen_name': 'CRIPACC1', 'name': 'CRIPACC UH', 'id': 1560037494, 'id_str': '1560037494', 'indices': [42, 51]}, {'screen_name': 'uniofhertslms', 'name': 'Uni of Herts LMS', 'id': 905819103595823105, 'id_str': '905819103595823105', 'indices': [52, 66]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [67, 78]}, {'screen_name': 'UHertsResearch', 'name': 'UH Research Office', 'id': 834405799598366721, 'id_str': '834405799598366721', 'indices': [79, 94]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,361137846.0,361137846,Angelique Mavrodaris,amavrodaris,"Cambridge, England","Public health doc | Clinical researcher @InstPubHealth @Cambridge_Uni | Specialty lead @NIHRCRNEastern | The further we travel, the more we comprehend 🌍",,,[],False,484.0,1015.0,14.0,Wed Aug 24 09:27:18 +0000 2011,2601.0,,,True,False,2044.0,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/666087054460248064/9tSWCWiV_normal.jpg,https://pbs.twimg.com/profile_images/666087054460248064/9tSWCWiV_normal.jpg,https://pbs.twimg.com/profile_banners/361137846/1441468031,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,5.0,False,False,en,,,,,,,,,,,
85,Wed Jan 22 17:00:09 +0000 2020,1220028389681221633,1220028389681221633,@SuzanneCulshaw @FutureLearn @karensmith_HE @Saskia_Kersten @UniofHerts Will have a look - delighted to be of help! 😁,False,"[72, 117]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.220026864091222e+18,1220026864091222022,504294041.0,504294041,SuzanneCulshaw,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'SuzanneCulshaw', 'name': 'Dr Suzanne Culshaw', 'id': 504294041, 'id_str': '504294041', 'indices': [0, 15]}, {'screen_name': 'FutureLearn', 'name': 'FutureLearn', 'id': 999095640, 'id_str': '999095640', 'indices': [16, 28]}, {'screen_name': 'karensmith_HE', 'name': 'Karen Smith', 'id': 3291211054, 'id_str': '3291211054', 'indices': [29, 43]}, {'screen_name': 'Saskia_Kersten', 'name': 'Dr Saskia Kersten', 'id': 312887559, 'id_str': '312887559', 'indices': [44, 59]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [60, 71]}]",[],en,recent,849729062,849729062,Tony McEnery,TonyMcEnery,"Lancaster, England","Distinguished Professor of English Language & Linguistics at Lancaster University, Leverhulme Fellow & Member of the Council of the Academy of Social Sciences.",https://t.co/xNRi52LHwW,[],False,5087,485,132,Thu Sep 27 18:26:57 +0000 2012,17105,,,False,False,7414,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1118918989189734401/b7biu3rn_normal.png,https://pbs.twimg.com/profile_images/1118918989189734401/b7biu3rn_normal.png,https://pbs.twimg.com/profile_banners/849729062/1554666244,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/xNRi52LHwW', 'expanded_url': 'http://www.ling.lancs.ac.uk/profiles/Tony-McEnery/', 'display_url': 'ling.lancs.ac.uk/profiles/Tony-…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Wed Jan 22 15:32:59 +0000 2020,1220006452586258435,1220006452586258435,Some of my colleagues are working on this too @UHertsResearch @uniofherts - Bid to help find out if exercise could help teens with depression https://t.co/74b6jLUBSv,False,"[0, 165]","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UHertsResearch', 'name': 'UH Research Office', 'id': 834405799598366721, 'id_str': '834405799598366721', 'indices': [46, 61]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [62, 73]}]","[{'url': 'https://t.co/74b6jLUBSv', 'expanded_url': 'https://www.edp24.co.uk/news/health/uea-teenagers-group-exercise-mild-moderate-depression-treatment-1-6476938?utm_source=Twitter&utm_medium=Social_Icon&utm_campaign=in_article_social_icons', 'display_url': 'edp24.co.uk/news/health/ue…', 'indices': [142, 165]}]",en,recent,49339897,49339897,Dr Andrew Laughland,andrewlaughland,UK,"Cognitive Psychology Researcher @UniofHerts, IT consultant. Memory and mental health apps. WordPress maker. Did I mention I #loveparkrun? Excellent views (mine)",,[],False,822,3630,44,Sun Jun 21 15:25:35 +0000 2009,6994,,,False,False,6140,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1177240873073090560/0Rqjm700_normal.jpg,https://pbs.twimg.com/profile_images/1177240873073090560/0Rqjm700_normal.jpg,https://pbs.twimg.com/profile_banners/49339897/1569511075,4A913C,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,
92,Wed Jan 22 10:02:50 +0000 2020,1219923365533753345,1219923365533753345,@Wendy_J_Wills @UniofHerts @UH_HSK @uniofhertslms @CRIPACC1 Welcome to the team! And congratulations on starting this amazing journey.,False,"[60, 134]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219697692915458e+18,1219697692915458049,2227412283.0,2227412283,Wendy_J_Wills,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Wendy_J_Wills', 'name': 'Wendy Wills', 'id': 2227412283, 'id_str': '2227412283', 'indices': [0, 14]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [15, 26]}, {'screen_name': 'UH_HSK', 'name': 'UH Health&SocialWork', 'id': 826455158901051392, 'id_str': '826455158901051392', 'indices': [27, 34]}, {'screen_name': 'uniofhertslms', 'name': 'Uni of Herts LMS', 'id': 905819103595823105, 'id_str': '905819103595823105', 'indices': [35, 49]}, {'screen_name': 'CRIPACC1', 'name': 'CRIPACC UH', 'id': 1560037494, 'id_str': '1560037494', 'indices': [50, 59]}]",[],en,recent,927533606289006592,927533606289006592,Sandra-Eve Bamigbade,S_Bamigbade,United Kingdom,"PhD Candidate | Food & Public Health 💡Social Capital of Mealtimes | Food, Identity & Embodiment | Neurodiversity | 𝗔𝗹𝗹 𝘃𝗶𝗲𝘄𝘀 𝗮𝗿𝗲 𝗺𝘆 𝗼𝘄𝗻",,[],False,170,345,1,Mon Nov 06 13:50:19 +0000 2017,940,,,False,False,414,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1203053103752331265/oGF7XeG__normal.jpg,https://pbs.twimg.com/profile_images/1203053103752331265/oGF7XeG__normal.jpg,https://pbs.twimg.com/profile_banners/927533606289006592/1575664990,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Tue Jan 21 19:02:15 +0000 2020,1219696726816280577,1219696726816280577,RT @UHLTIC: Other projects include videos of astronomy equipment at the @UniofHerts Bayfordbury Observatory and videos for learning Statist…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'UHLTIC', 'name': 'Learning and Teaching Innovation Centre', 'id': 3004189324, 'id_str': '3004189324', 'indices': [3, 10]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [72, 83]}]",[],en,recent,89764056,89764056,Stephen Kane,killakane68,"Welwyn Garden City, England","Associate Dean (AQA & International) School of Physics, Astronomy & Mathematics University of Hertfordshire All opinions are my own",,[],False,93,86,1,Fri Nov 13 18:42:28 +0000 2009,283,,,False,False,557,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1174668240565481475/iOHTktr8_normal.jpg,https://pbs.twimg.com/profile_images/1174668240565481475/iOHTktr8_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,Tue Jan 21 13:53:34 +0000 2020,1.2196190440406303e+18,1219619044040630273,"Other projects include videos of astronomy equipment at the @UniofHerts Bayfordbury Observatory and videos for learning Statistics. 

(Correction: the Stag will help learning about branching, not braching).",False,"[0, 206]",[],[],"[{'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [60, 71]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196105648439665e+18,1219610564843966465,3004189324.0,3004189324,UHLTIC,3004189324.0,3004189324,Learning and Teaching Innovation Centre,UHLTIC,"Hertfordshire, UK",Learning and Teaching Innovation Centre at University of Hertfordshire @UniofHerts.,https://t.co/fasV6edD6g,"[{'url': 'https://t.co/fasV6edD6g', 'expanded_url': 'http://www.herts.ac.uk/about-us/learning-and-teaching/learning-teaching-institute', 'display_url': 'herts.ac.uk/about-us/learn…', 'indices': [0, 23]}]",[],False,933.0,1143.0,19.0,Thu Jan 29 14:55:43 +0000 2015,5822.0,,,True,False,1874.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/883255758653181952/6EacXQU7_normal.jpg,https://pbs.twimg.com/profile_images/883255758653181952/6EacXQU7_normal.jpg,https://pbs.twimg.com/profile_banners/3004189324/1499419524,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,1.0,False,False,en,,5d8158aac6d0a0f6,https://api.twitter.com/1.1/geo/id/5d8158aac6d0a0f6.json,city,Hatfield,"Hatfield, East",GB,United Kingdom,[],Polygon,"[[[-0.25981, 51.728695], [-0.2016673, 51.728695], [-0.2016673, 51.7794228], [-0.25981, 51.7794228]]]"
103,Tue Jan 21 17:58:36 +0000 2020,1219680710983847936,1219680710983847936,@dannybuckers @ARC_EoE @UniofHerts Thank you for contributing @ndarlington31 @Wendy_J_Wills @bunn_f @BeresfordPeter @UEAFPol @JJonesatherts @StevenageBC @StevenageFC &amp; many thanks to our local residents &amp; public speakers @UH_SUPI @HWHertfordshire @ENHertResearch Reaching out Project highlighted @TraceyJohnsUK,False,"[35, 318]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2195699517716275e+18,1219569951771627527,421012051.0,421012051,dannybuckers,,,,False,2,7,False,False,en,[],[],"[{'screen_name': 'dannybuckers', 'name': 'Danny Buckley', 'id': 421012051, 'id_str': '421012051', 'indices': [0, 13]}, {'screen_name': 'ARC_EoE', 'name': 'NIHR ARC EoE', 'id': 2376884976, 'id_str': '2376884976', 'indices': [14, 22]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [23, 34]}, {'screen_name': 'ndarlington31', 'name': 'Nicole Darlington', 'id': 827503827989438464, 'id_str': '827503827989438464', 'indices': [62, 76]}, {'screen_name': 'Wendy_J_Wills', 'name': 'Wendy Wills', 'id': 2227412283, 'id_str': '2227412283', 'indices': [77, 91]}, {'screen_name': 'bunn_f', 'name': 'Frances Bunn', 'id': 627403555, 'id_str': '627403555', 'indices': [92, 99]}, {'screen_name': 'BeresfordPeter', 'name': 'Peter Beresford', 'id': 1435854684, 'id_str': '1435854684', 'indices': [100, 115]}, {'screen_name': 'UEAFPol', 'name': 'Fiona Poland', 'id': 1487325390, 'id_str': '1487325390', 'indices': [116, 124]}, {'screen_name': 'JJonesatherts', 'name': 'Julia Jones', 'id': 843711374, 'id_str': '843711374', 'indices': [125, 139]}, {'screen_name': 'StevenageBC', 'name': 'Stevenage Council', 'id': 61786077, 'id_str': '61786077', 'indices': [140, 152]}, {'screen_name': 'StevenageFC', 'name': 'Stevenage FC 🔴⚪', 'id': 317138367, 'id_str': '317138367', 'indices': [153, 165]}, {'screen_name': 'UH_SUPI', 'name': 'SUPI UH', 'id': 907577927080005632, 'id_str': '907577927080005632', 'indices': [229, 237]}, {'screen_name': 'HWHertfordshire', 'name': 'Healthwatch Herts', 'id': 1372663652, 'id_str': '1372663652', 'indices': [238, 254]}, {'screen_name': 'ENHertResearch', 'name': 'ENHerts NHS Research', 'id': 751057926173884416, 'id_str': '751057926173884416', 'indices': [255, 270]}, {'screen_name': 'TraceyJohnsUK', 'name': 'Tracey Johns', 'id': 1103160847, 'id_str': '1103160847', 'indices': [304, 318]}]",[],en,recent,2421027113,2421027113,Elspeth Mathie,elspeth_mathie,University of Hertfordshire,"Research Fellow, University of Hertfordshire, CLAHRC East of England, Patient and Public Involvement. Care home research, dementia and end of life care.",,[],False,766,728,22,Tue Mar 18 21:22:50 +0000 2014,5134,,,True,False,3387,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/534697758108561408/5ycYiPyv_normal.jpeg,https://pbs.twimg.com/profile_images/534697758108561408/5ycYiPyv_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
